NAME,ID,TITLE
???? ?????,https://www facebook com/mohammad mughal 31?fref=ufi&rc=p,aisa lag raha ha jesey hamarey prime minister chief justice sahib hainallah paak aap ko sehat tandrusti deyaur allah hamey naik saleh leader ataa farmaey hamarey pakistan k liyeameen
???? ?????,https://www facebook com/harsh kardam 90?fref=ufi&rc=p,lolterrorists vs terrorists
???? ?????,https://www facebook com/iamskandlovepk?fref=ufi&rc=p,wtf is going on
???? ?????,https://www facebook com/nasir iqbal 5872682?fref=ufi&rc=p,zalim log phr kahty hain kbi hum ko taliban marty hain kbi pak foj kbi afgani jo rahm nh karta us par rahm nh kia jata
???? ????? ?????,https://www.facebook.com/profile.php?id=100008162382972&fref=ufi&rc=p, see more
???? ????? ?????,https://www.facebook.com/bilal.u.siddiqui?fref=ufi&rc=p,ya allah reham kar hum musalmano pe humarey gunah maaf farma humain apnni hifazat me rakh ameeen
???? ????? ??????,https://www.facebook.com/afridizvip?fref=ufi&rc=p,omg
???? ????? ??????,https://www.facebook.com/afridizvip?fref=ufi&rc=p,what a cheap technology that destroys
???? ?????? ?????,https://www.facebook.com/kamran.javeed?fref=ufi&rc=p,commando action should be important strategy of government of pakistan about karachi please call the army in karachi for action
???? ???????,https://www facebook com/profile php?id=100023839551585&fref=ufi&rc=p,fawad is better than most of the selected players in class temprament fitness form and performance shame on selectors and shame on those who are still talking against fawad
???? ???????,https://www facebook com/craziest albalooshi?fref=ufi&rc=p,justiceforfawadalam
???? ???????,https://www.facebook.com/profile.php?id=100010909330701&fref=ufi&rc=p,qari mehrajuddin first saw lightning like a thunder storm followed by the roar of an explosion an alltofamiliar sound for residents in afghanistan s wartorn nangarhar province i thought there was a bombing just outside my home he saidsee more
???? ????????,https://www.facebook.com/punctilious92?fref=ufi&rc=p,expect more airstrikes with heavier bombs you khuwarij abominations
???? ????????,https://www facebook com/baltistanii?fref=ufi&rc=p,means approx 92 soldiers in a year why don t we both pakistan and india live like a good neighbor if rivals like germany and france america and japan can have a good relationship then why we can t though we had been living together for god sa
???? ????????,https://www facebook com/Pulekeshan Dhoundiyal?fref=ufi&rc=p,your whole year goes in such a bereavement day still understand
????? ???,https://www.facebook.com/sfhassan84?fref=ufi&rc=p,hockeyia or ballay ready rakho bhai sab kuch humay hi kerna parayga
????? ????,https://www.facebook.com/rohit.negi.507027?fref=ufi&rc=p,all this propganda by pakistani s it s totally fail
????? ????,https://www.facebook.com/imran.rajjad?fref=ufi&rc=p,either opt for segregation or shut up and stay home
????? ????,https://www facebook com/imran rajjad?fref=ufi&rc=p,look at the happy toiletless scums
????? ????,https://www.facebook.com/afnsid?fref=ufi&rc=p,no one will do any thing against himbecoz he is an american 
????? ????,https://www.facebook.com/imran.rajjad?fref=ufi&rc=p,probably another overpriced downgraded version of what is actually sold outside pakistan
????? ????,https://www.facebook.com/imran.rajjad?fref=ufi&rc=p,something foreseen by our founding fathers lets be thankful and stop being complacent
????? ????,https://www facebook com/rabbani balouch?fref=ufi&rc=p,unless better from our pakistani government he s talking for his citizens and taking action
????? ????,https://www facebook com/rabbani balouch?fref=ufi&rc=p,what cpec cpec only a new opportunity to sel our country on the international hands
????? ????,https://www.facebook.com/tim0r?fref=ufi&rc=p,yasinkuen bhai see more
????? ???? ?? ????,https://www.facebook.com/jiblooo?fref=ufi&rc=p,hahahahaahah
????? ???? ???,https://www facebook com/zillay shah 94?fref=ufi&rc=p,ary walo jab mian sab ka case adalat me laga tha tab to sara din money trail money trail or istafa istafa karte the ab kia moot pari ha ab to imran k wakeel ne aytraf bhi ker lia ha 26 hazar dollar ka record hi nahi
????? ???? ????,https://www.facebook.com/Ranaharoonaslam?fref=ufi&rc=p,misuse of islamic law shame on all politions and specialy saudia
????? ?????,https://www facebook com/iqrarbukhari?fref=ufi&rc=p,do u knw why thy r saying no to hang bcz the talibans r denying to carryon thr operation s and hanging is damaging americans cause
????? ??????,https://www facebook com/profile php?id=100010902368256&fref=ufi&rc=p,mtlb ye k tm mashwara day rahy ho k dubai say pkr k lanay walay es ko esky yaron k hawaly kr dain takay esy phr bhaga dia jaeykea mashwara hy or tmare es bat k oechy paysa bol raha hy jo tm ny es bat k kehny ka dia hy
????? ??????,https://www facebook com/nitin thakran 5?fref=ufi&rc=p,revenge completed
????? ??????,https://www facebook com/ch sherri?fref=ufi&rc=p,sports stars should not do that
????? ???????,https://www.facebook.com/mustafa.hazara.7?fref=ufi&rc=p,taliban pakistan ka doshman hai
?????? ??? ???? ????,https://www.facebook.com/tariq8500?fref=ufi&rc=p,beatiful
?????? ????,https://www.facebook.com/profile.php?id=100008082726281&fref=ufi&rc=p,it s not about pti anyone looting people and it s country wealth should be punished even if it s khan saab this is what we have learned from khan
?????? ?????,https://www.facebook.com/anju.thakur.140?fref=ufi&rc=p,haaaahaaaa terrorist attack on terrorist
?????? ??????,https://www facebook com/054manu?fref=ufi&rc=p,by this paramilitary incident pakistani are seeing a hope of revenge of 1971 bangladesh because by this indian army became weak now
?????? ??????,https://www facebook com/profile php?id=100018961148050&fref=ufi&rc=p,s
?????? ?????? ??? ????,https://www facebook com/kachonaseem?fref=ufi&rc=p,sad news
?????? ???????,https://www facebook com/masoom qabyle?fref=ufi&rc=p,k‡ ‡Â ‡ c g‡ ary news kingtopga
?????? ???????,https://www.facebook.com/masoom.qabyle?fref=ufi&rc=p,k‡ ‡Â ‡ c g‡ samaa tv kingtopga
??????? ?????,https://www.facebook.com/profile.php?id=100025238416008&fref=ufi&rc=p,keep it up pak army and pak gov 
???????? ?? ??????,https://www facebook com/profile php?id=100024345976295&fref=ufi&rc=p,very sad
???????? ?????,https://www.facebook.com/alipyaraydil?fref=ufi&rc=p,helo sir reply plzz
???????? ???????,https://www facebook com/profile php?id=100009521091085&fref=ufi&rc=p,once siachen had no army poststhen pak army tried to invade it and before they could even knowindia reached there if pak army didnt tried to do that then no soldiers needed to die like this and if indian army backs off from there then it will be another kargil u can never trust pak army
???????? ???????? ????,https://www facebook com/wahedulah mohibi?fref=ufi&rc=p,stop deportation of afghans to deat
????????? ???,https://www.facebook.com/ashfaqgujar?fref=ufi&rc=p,as per ispr 
????????? ???? ?????,https://www.facebook.com/zahid.zahid.54540?fref=ufi&rc=p,all punjab vaccinator dhrna dg health office lahore jari
????????? ?????,https://www facebook com/profile php?id=100009902715545&fref=ufi&rc=p,why don t you broadcast the news of your pm being stripped at us airport
???Éd Kazmi,https://www facebook com/profile php?id=100013035274700&fref=ufi&rc=p,allah pak alhibait a s ke dushman ka ye he hashar kare ga
???h??? ??e?,https://www.facebook.com/profile.php?id=100011211914930&fref=ufi&rc=p,super
??c Vi?t,https://www.facebook.com/profile.php?id=100022017112378&fref=ufi&rc=p,this new is driving me crazyyyyyyyyy
??m?? P??,https://www.facebook.com/aamirpti2?fref=ufi&rc=p,https wwwfacebookcompagesptitigers528630817211833hclocation=timeline 
?ÑqÉ? Waqas,https://www facebook com/waqas waqas 357284?fref=ufi&rc=p,noon league k jany k sath hi hamid meer jassy kameny apni wafadaarian tabdeel krny k liye sargarm ho gai it s a first episode of this under process drama expect more guys
?a§a ?ah???,https://www facebook com/sana zaheer 7771?fref=ufi&rc=p,o will u plz just shut up nawaz sharif and tabbar
?dÇäl ?§jÅm,https://www facebook com/profile php?id=100011217492487&fref=ufi&rc=p,nyc post ary news publictk chbotterz
?dÇäl ?§jÅm,https://www facebook com/profile php?id=100011217492487&fref=ufi&rc=p,nyc post ary news publictk chbotterz
?dÇäl ?§jÅm,https://www facebook com/profile php?id=100011217492487&fref=ufi&rc=p,nyc post ary news publictk chbotterz
?eesha§ Ahmed,https://www.facebook.com/zeeshan.shahnawaz.54?fref=ufi&rc=p,it means every country can buy afghani ppl such as indians and americans are using them against pakistan
?Éd ?li KhÉ§,https://www facebook com/profile php?id=100008692920421&fref=ufi&rc=p,bangladesh is terrorest now
?h???m ?Übã,https://www facebook com/khan skhan 31521?fref=ufi&rc=p,t k s h a l 3 king bot team ary news kingtoptk
?h???m ?Übã,https://www facebook com/khan skhan 31521?fref=ufi&rc=p,t k s h a l 3 king bot team ary news kingtoptk
?h???m ?Übã,https://www facebook com/khan skhan 31521?fref=ufi&rc=p,t k s h a l 3 king bot team ary news kingtoptk
?h???m ?Übã,https://www facebook com/khan skhan 31521?fref=ufi&rc=p,t k s h a l 3 king bot team ary news kingtoptk
?hï§ç?h ?lVã,https://www.facebook.com/shah.alvi.90?fref=ufi&rc=p,yeah exactly 1984 by eric blair is such an outstanding piece of writing which depicts today s monitoring life controlled by big boss
?ilber ??ä,https://www facebook com/profile php?id=100011526545684&fref=ufi&rc=p,k electric is backed by raw kamal can do nothing with this even our army chief cant control them
?ilber ??ä,https://www facebook com/profile php?id=100011526545684&fref=ufi&rc=p,terrorists in hyderabad they dont even have a psl team so how could they have terrorists
?l? ?sgh?r B?Ñhvi,https://www facebook com/fahad jan 7503?fref=ufi&rc=p,i proud of you brother iqrar
?m°? ??w??,https://www.facebook.com/askhan.dawar?fref=ufi&rc=p,very sad
?mm?r ?ag??m,https://www facebook com/ammarak ammar?fref=ufi&rc=p,very good
A Aamir Ali,https://www facebook com/mj aamir?fref=ufi&rc=p,we always with pak army
A Ahmad Autsh,https://www.facebook.com/ahmamdautsh?fref=ufi&rc=p,self made starts never shines like starts low grade publicity
A K Choudhary,https://www.facebook.com/akchoudhary.pk?fref=ufi&rc=p,pehly camera to de do sbko dslr then see how many stories come
A Qahar Khan,https://www.facebook.com/Drstrange.X0?fref=ufi&rc=p,we will face the same discrimination unless our foreign policy is clear we are risking our whole image just for the sake of playing a double game
A Sha HZad,https://www facebook com/aneel shahzad 52?fref=ufi&rc=p,muree here we come
A???? Khan B??oc?,https://www.facebook.com/profile.php?id=100006666937576&fref=ufi&rc=p,k‡ ‡Â ‡ ‡ 3 samaa tv g ‡ g‡ king bot team kingtoptk
·?shir Kh?n,https://www facebook com/profile php?id=100023150826107&fref=ufi&rc=p,i proud of kpk police and pak army
A§ÇÇ?,https://www.facebook.com/Bishni.banda?fref=ufi&rc=p,allah bachaye pakistan ki masoom awam ko
Aadil Mirza,https://www.facebook.com/aadilmirza.aadilmirza.3?fref=ufi&rc=p,go imran go pti go go go tahir go go altaf go
Aadil Mirza,https://www.facebook.com/aadilmirza.aadilmirza.3?fref=ufi&rc=p,go imran go pti go go go tahir go mqm go mqm go mqm
Aadil Yashraaz,https://www.facebook.com/aadil.yashraaz?fref=ufi&rc=p,hahahaha terrorists ki aulaad fuckistan d
Aafaq Hussain,https://www.facebook.com/schweinsteigerr?fref=ufi&rc=p,hahaha son long sucka hosni mobarek viva la rvolutoin
Aafaq Hussain,https://www.facebook.com/schweinsteigerr?fref=ufi&rc=p,hmmm
Aafaq Hussain,https://www.facebook.com/schweinsteigerr?fref=ufi&rc=p,kashid turds like you got no idea whats democrcy i
AaFi Rana,https://www.facebook.com/profile.php?id=100010154882241&fref=ufi&rc=p,awesome pic 
AaFi Rana,https://www.facebook.com/profile.php?id=100010154882241&fref=ufi&rc=p,cool 
AaFi Rana,https://www.facebook.com/profile.php?id=100010154882241&fref=ufi&rc=p,liked 
AaFi Rana,https://www.facebook.com/profile.php?id=100010154882241&fref=ufi&rc=p,nice pic 
Aafreen Ansari,https://www.facebook.com/aafreen.ansari.583?fref=ufi&rc=p,tum log saab marogee kafir
Aaftaab E Aalaam,https://www.facebook.com/profile.php?id=100004286946890&fref=ufi&rc=p,unitedwewin
Aaiz A Chaudhry,https://www facebook com/aaiz chaudhry?fref=ufi&rc=p,decimate these animals every single one of them
Aakash Sam,https://www.facebook.com/Akashsamiel.Official?fref=ufi&rc=p,like 4 the information
Aalia Uzair,https://www facebook com/aalia uzair 77?fref=ufi&rc=p,uzair ahmed sheikh
Aamar Sultan Tatry,https://www.facebook.com/aamar573?fref=ufi&rc=p,hahahahaha mullah omar is alive taliban ka beyan
Aamer Iqbal,https://www.facebook.com/aamer.iqbal.12?fref=ufi&rc=p,according to a thomson reuters report india is the most dangerous country for women when it comes to human trafficking which covers domestic servitude forced labour forced marriage and sexual slaveryanother finding in the report was that a drop
Aamer Iqbal,https://www.facebook.com/aamer.iqbal.12?fref=ufi&rc=p,according to our friendly neighbourhood extremist hindu abhinob and the bsf the only good or innocent muslim is a dead one
Aamer Iqbal,https://www.facebook.com/aamer.iqbal.12?fref=ufi&rc=p,amreeka ka tattookeep singing the praises of america i suppose noam chomsky an american citizen a scholar on american imperialism professor at mit for 50 years is also antiamericansince he considers america to be the world s foremost failed state and is dependent on terrorising the whole world to get bylol
Aamer Iqbal,https://www.facebook.com/aamer.iqbal.12?fref=ufi&rc=p,but the usa is scared of the taliban and thats why they claim that they are attempting to negotiate with them even offering them an office in qattarlolanyway considering that the usa is dependent upon saudi for buying usasee more
Aamer Iqbal,https://www.facebook.com/aamer.iqbal.12?fref=ufi&rc=p,even the sikhs who were forced out of afghanistan to india after the us invasion would like to return to afghanistan under a taliban gov a sikh community thrived in afghanistan from the 17th century onwards only to be marginalised by the sovietbackedsee more
Aamer Iqbal,https://www.facebook.com/aamer.iqbal.12?fref=ufi&rc=p,hindian extremists come on pakistani forums showing how the repressed and feeble minded minority amongst them always try to sour relations between the two nations
Aamer Iqbal,https://www.facebook.com/aamer.iqbal.12?fref=ufi&rc=p,if you want an insight into the collision course between american ideals and islam personified in one man a prisoner i implore you to read this one of the most powerful and thoughtprovoking prison articles you will ever see see more
Aamer Iqbal,https://www.facebook.com/aamer.iqbal.12?fref=ufi&rc=p,it won t be long before even quddus will receive a call from someone claiming to be a taliban spokesperson saying that he is quddus s dad
Aamer Iqbal,https://www.facebook.com/aamer.iqbal.12?fref=ufi&rc=p,jaahil little roachwilliam colby cia director from 19731976 said the central intelligence agency owns everyone of any significance in the major media the greatest crime since world war ii has been us foreign policy ramsey clark former us attorney general under president lyndon johnson
Aamer Iqbal,https://www.facebook.com/aamer.iqbal.12?fref=ufi&rc=p,lolnun raping and burning hindu extremists posing as christians
Aamer Iqbal,https://www.facebook.com/aamer.iqbal.12?fref=ufi&rc=p,many rural areas of india have a declining sex ratio presently of about 500 girls for every 1000 boys and surprisingly in urban areas upper cast hindus have an even more exceptionally low ratio of 300 girls to 1000 boys suggests that it will not be losee more
Aamer Iqbal,https://www.facebook.com/aamer.iqbal.12?fref=ufi&rc=p,meher the corrupt puppet ruling are not representative of the common pakistani there are totally accountable to obama admin in white house fully funded and abetted to sponsor terror and oppression upon the pakistani people
Aamer Iqbal,https://www.facebook.com/aamer.iqbal.12?fref=ufi&rc=p,neomansur ravi katasraj and quddus some important news ur side of the border just incase you missed it while yiu busy sniffing pak azzes here http timesofindiaindiatimescomartic18920005cms
Aamer Iqbal,https://www.facebook.com/aamer.iqbal.12?fref=ufi&rc=p,our corrupt ruling elite keep a hold onto their positions of power by playing the oldest game in the book divide and rule it is in the interests of the ruling elite to fuel sectarianism be complicit in the oppressing of the minorities and fostersee more
Aamer Iqbal,https://www.facebook.com/aamer.iqbal.12?fref=ufi&rc=p,quddus get your facts right don t put down this heinous crime as action of someone who is insane or unstable he was just as sane as anders brevik his brother ryan lanza and aunt marsha lanza have stated that adam lanza the gunman has no mental issee more
Aamer Iqbal,https://www.facebook.com/aamer.iqbal.12?fref=ufi&rc=p,thank you for your kind attention i can t imagine how happy so many defenceless indian women must be for you being on dawn instead of taking part in the burning alive of 40000 women every year by their in laws for their dowries according to reputable british medical journal the lancet
Aamer Iqbal,https://www.facebook.com/aamer.iqbal.12?fref=ufi&rc=p,the corrupt and pathetic puppet ruling elite of pak are the ones that sanction terrorism and oppression upon its own people targeting densely populated civilian areas blowing up shrines and schools spreading fear and chaos to keep us subdued so thatsee more
Aamer Iqbal,https://www.facebook.com/aamer.iqbal.12?fref=ufi&rc=p,there are many in american that consider that the terrorists that run their government are not human at all that they are reptilian shapeshifters lolquddus is that why maybe you don t post an image of yourself incase you get exposedlol
Aamer Iqbal,https://www.facebook.com/aamer.iqbal.12?fref=ufi&rc=p,typical sensationalist journalism misinforming and exaggerating the problem she misinforms us by putting the killings in libya down to the film the magnitude and intensity of violence was highest in the arab world especially in libya where an amerisee more
Aamer Iqbal,https://www.facebook.com/aamer.iqbal.12?fref=ufi&rc=p,we naively believe everything that our gov and their mass media propaganda machine feeds uswe believed them when they told us that the first ever terrorist attack on pakistani soil was conducted by the talibanin 2002 11 french workers of french msee more
Aamer Malik,https://www facebook com/aamer malik 35?fref=ufi&rc=p,kis kis jaga yeh mqm malwas nahi shame on you muthada qatil movement
Aamir Fareed,https://www facebook com/aamir fareed 9883739?fref=ufi&rc=p,look who is talking na ahel tareen talking about na ahel nawaz shareefbhooka bhookey ki maar raha hey
Aamir Gems,https://www facebook com/kashmir gems 7?fref=ufi&rc=p,jan ba haq ne murdar ho gia jo apne 4 din k jhute iqtadar k lea aorton bachon aor borhon pe bomb girane gia yazeed ka pota tha jo hal us laanti ka howa in ka b ho ga inshallah
Aamir Gujjar,https://www.facebook.com/choudry.Ameer?fref=ufi&rc=p,502¯ in the noon and drops to 26¯ in night it only happens in nawabshah
Aamir Hashmi,https://www.facebook.com/aamir.hashmi?fref=ufi&rc=p,rivalry of political parties is responsible of target killings among mqm anp and ppp
Aamir Hussain,https://www facebook com/profile php?id=100012314803111&fref=ufi&rc=p,so what next will replace him usa accept your shameful defeat now
Aamir Ishaque Syed,https://www facebook com/Flashpoint2016?fref=ufi&rc=p,i am so glad that public opinion is now turning against terrorism and their perpetuators ik munawar hasan and ch nisar taliban understand only one language and that is death and violence negotiations with them is useless you cannot talk with an afrikaan in mandarin we will have to speak to them in their own language
Aamir Khan Khattak,https://www.facebook.com/aamir.khan.583?fref=ufi&rc=p,salute to pak army
Aamir Laghari,https://www.facebook.com/aamir.laghari.181?fref=ufi&rc=p,adil cheema sir your dream is here muhammad talha khan
Aamir Murtaza,https://www facebook com/aamir murtaza 10?fref=ufi&rc=p,dawn mf kashmir doesn t have militants they have freedom fighters
Aamir Shahzad,https://www.facebook.com/profile.php?id=100006458145152&fref=ufi&rc=p,mere pakistan m law ni h yeh apni beti affiya ko ni chorah saky iss se barh k koi baysharmi or kia ho sakti h yahan un k log hamaray logon ko aye din maar rhy h dollar khanay walay inn ka mun khamoosh nazar atta h
Aamir Siddiq Janjua,https://www.facebook.com/aamir.s.janjua?fref=ufi&rc=p,why do we have to see these actors every day
Aamir Sohail,https://www facebook com/aamir sohail 5680899?fref=ufi&rc=p,we dont need new province but only development of this part of punjab
Aamir Vohra,https://www.facebook.com/aamirvohra81?fref=ufi&rc=p,fuk of
Aamir Waheed,https://www facebook com/profile php?id=100008210673436&fref=ufi&rc=p,very good thanks for you sir i am love pakistani army s zindabab
Aamira Baig,https://www facebook com/aamira baig 12?fref=ufi&rc=p,lanti
Aana Bajwa,https://www.facebook.com/aana.bajwa.7?fref=ufi&rc=p,who organized itmay i know the details
Aanaba Qureshi,https://www.facebook.com/aanaba.shabir?fref=ufi&rc=p,anjam of bay hayaee
Aaqib Faizi,https://www facebook com/aaqib faizi?fref=ufi&rc=p,they can also use camera in phone booth to see caller face
Aar Jay Gujjar,https://www facebook com/RJGUJJAR?fref=ufi&rc=p,these are the people who would murder their own parents siblings anyone else to gain power
